,text,label
4900,possess open container in public place,open container
4901,possess open container of alcohol in motor,open container
4902,possess open container of alcohol in motor vehicle,open container
4903,possess open container or package of marjuana in vehicle,open container
4904,possess open container while driving,open container
4905,possess own firearm specific misd convict with in years,possession of firearm
4906,possess process transport purchase obtain giveaway infraction amended to possession of open container of cannabis or related while driving or riding transportation vehicle infraction,open container
4907,possess purchase controlled substance base for sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4908,possess purchase for sale narcotic controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4909,possess sell switch blade knife,weapon crime
4910,possess sells gives consumes alcoholic beverage on school grounds,illegally possess alcohol; possess alcohol in an unauthorized area; alcohol violation
4911,possess shopping laundry cart,retail theft; retail fraud; shoplifting (or attempts)
4912,possess silencer,weapon crime
4913,possess stolen vehicle,receive stolen property; possession of stolen property; theft by receiving
4914,possess stolen vehicle vessel etc,receive stolen property; possession of stolen property; theft by receiving
4915,possess substances intent tomfg phencyclidine etc,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4916,possess switch blade knife,weapon crime
4917,possess switch blade knife use,weapon crime
4918,possess switchblade having blade over inches in length,weapon crime
4919,possess tear gas with prior felony convictions,weapon crime
4920,possess use carry brandish and or discharge firearm in furtherance of and during and in relation to crime of violence or drug trafficking crime,possession of firearm
4921,possess use false evidencce of age,forgery; possession of forged documents; conspiracy to forge
4922,possess weapon etc at school,weapon crime
4923,possess weapon etc on or within school grounds,weapon crime
4924,possess weapon in sequoia national park,weapon crime
4925,possess with intent to distribute cathinone and cathine controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4926,possess with intent to distribute controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4927,possess with intent to distribute marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4928,possess with intent to distribute methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4929,possess with intent to use vehicle master key,possession of an instrument of crime; possession of a burglary tool
4930,possessed firearm to further drug trafficking crime,possession of firearm
4931,possesses any completed check with intent to defraud,theft by check; check deception; deposit account fraud; bad check; worthless check
4932,possessess any metal knuckles,weapon crime
4933,possessing access device making equipment,possession of an instrument of crime; possession of a burglary tool
4934,possessing amount of controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4935,possessing amount of methamphetamine,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4936,possessing and passin gcounterfeit securities of the united states with intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4937,possessing and selling counterfeit currency of the united states with intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4938,possessing contraband in prison,possession of an instrument of crime; possession of a burglary tool
4939,possessing contraband in prison aiding and abetting,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
4940,possessing control substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4941,possessing controlled subst from,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4942,possessing counterfeit currency in the united states with the intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4943,possessing counterfeit federal reserve notes,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4944,possessing counterfeit obligations or securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4945,possessing false identification documents to defraud the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4946,possessing firearm in furtherance of drug trafficking crime,possession of firearm
4947,possessing or more access devices,possession of an instrument of crime; possession of a burglary tool
4948,possessing or more unauthorized access devices,possession of an instrument of crime; possession of a burglary tool
4949,possessing tokens or paper used as money,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4950,possession amphetamines,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4951,possession and aiding and abetting the posession of controlled substance with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4952,possession and aiding and abetting the possession of controlled substance with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4953,possession and distribution of controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4954,possession and distribution of controlled substance aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4955,possession and passing of counterfeit government obligations,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4956,possession and sale of stolen explosives,receive stolen property; possession of stolen property; theft by receiving
4957,possession and uttering of counterfeit securities of an organization,uttering; passing forged document
4958,possession and uttering of forged securities of an organization,uttering; passing forged document
4959,possession assault weapon,possession of firearm
4960,possession controlled subst for sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4961,possession controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4962,possession controlled substance marijuana,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4963,possession controlled substances for sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4964,possession counterfeit currency of the united states with intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4965,possession counterfeit immigration document knowing it to be forged counterfeited altered and falsely made,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4966,possession device for vandalism or graffiti,possession of an instrument of crime; possession of a burglary tool
4967,possession firearm on school grounds,possession of firearm
4968,possession for sale and sell controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4969,possession for sale large capacity magazine,weapon crime
4970,possession for sale of certain pharmaceutical drugs,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4971,possession for sale of controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4972,possession for sale of controlled substance and controlled substance base,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4973,possession for sale of controlled substance and controlled substance base felony amended to possess controlled substance felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4974,possession for sale of controlled substances,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4975,possession for sale of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4976,possession for sale of xanax,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4977,possession intent to distribute marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4978,possession intent to distributeover gms of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
4979,possession od false documents illegal entry,forgery; possession of forged documents; conspiracy to forge
4980,possession of access device making equipment,forgery; possession of forged documents; conspiracy to forge
4981,possession of alcohol,illegally possess alcohol; possess alcohol in an unauthorized area; alcohol violation
4982,possession of alcohol in vehicle person under,minor possessing alcohol; sell/give alcohol to a minor
4983,possession of alcohol on school grounds,illegally possess alcohol; possess alcohol in an unauthorized area; alcohol violation
4984,possession of alcohol under,minor possessing alcohol; sell/give alcohol to a minor
4985,possession of alcohol under in public place,minor possessing alcohol; sell/give alcohol to a minor
4986,possession of alcoholic beverage on school grounds,illegally possess alcohol; possess alcohol in an unauthorized area; alcohol violation
4987,possession of ammunition after domestic violence conviction,possession of firearm
4988,possession of ammunition after suffering misdemeanor domestic violence conviction,weapon crime
4989,possession of ammunition by felon,possession of firearm
4990,possession of amphetamines,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
4991,possession of an alcoholic beverage by person under years of age,minor possessing alcohol; sell/give alcohol to a minor
4992,possession of an identification document which was produced without the lawful authority class misdemeanor,identity theft
4993,possession of an identification document with intent to defraud the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4994,possession of an identification documents with intent to defraud the united states class misdemeanor,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
4995,possession of an illegal firearm,possession of firearm
4996,possession of an unlawfully produced identification document,identity theft
4997,possession of an unregistered firearm,possession of firearm
4998,possession of an unregistered firearm in of the national firarms act,possession of firearm
4999,possession of an unregistered firearm silencer,possession of firearm
5000,possession of an unregistered national firearms act weapon criminal forfeiture,possession of firearm
5001,possession of an unregistered short barreled rifle,possession of firearm
5002,possession of an unserialized firearm,possession of firearm
5003,possession of anabolic steroids class misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5004,possession of analog digital and electronic images for counterfeiting obligations and securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5005,possession of and carrying of firearm during and in relation to drug trafficking crime,possession of firearm
5006,possession of assault weapon,possession of firearm
5007,possession of assault weapon felony amended to possession of assault weapon misdemeanor,possession of firearm
5008,possession of burglar tools,possession of an instrument of crime; possession of a burglary tool
5009,possession of burglary tools,possession of an instrument of crime; possession of a burglary tool
5010,possession of cannabis,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5011,possession of cannabis or open receptacle containing cannabis by driver,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5012,possession of cart removed from business establishment,retail theft; retail fraud; shoplifting (or attempts)
5013,possession of chemicals and equipment used to manufacture methamphetamine and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5014,possession of child pornography,sex offense with a child
5015,possession of concealed firearm not being reg owner,possession of firearm
5016,possession of concentrated cannabis,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5017,possession of contraband in prison,possession of an instrument of crime; possession of a burglary tool
5018,possession of contraband weapon in federal prison,weapon crime
5019,possession of controlled subs meth,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5020,possession of controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5021,possession of controlled substance and grams controlled substance base with intent to distribute and criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5022,possession of controlled substance and marijuana with intent to distribute aiding and abetting criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5023,possession of controlled substance and methamphetamine with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5024,possession of controlled substance base in the form crack controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5025,possession of controlled substance base intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5026,possession of controlled substance base with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5027,possession of controlled substance base with intent to sell,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5028,possession of controlled substance felony amended to possess controlled substance misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5029,possession of controlled substance for sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5030,possession of controlled substance heroin,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5031,possession of controlled substance intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5032,possession of controlled substance marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5033,possession of controlled substance marijuana misd,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5034,possession of controlled substance marijuana with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5035,possession of controlled substance methamphetamine,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5036,possession of controlled substance misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5037,possession of controlled substance on national wildlife refuge,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5038,possession of controlled substance paraphenalia,possession of drug paraphernalia
5039,possession of controlled substance paraphernalia,possession of drug paraphernalia
5040,possession of controlled substance paraphernalia in jail or prison,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5041,possession of controlled substance possession of paraphernalia,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5042,possession of controlled substance prop,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5043,possession of controlled substance psilocybin mushrooms and cfr possession of controlled substance marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5044,possession of controlled substance sched marijuana,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5045,possession of controlled substance sell distribute or dispense,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5046,possession of controlled substance with firearm,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5047,possession of controlled substance with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5048,possession of controlled substance with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5049,possession of controlled substance with intent to distribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5050,possession of controlled substance with intent to distribute and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5051,possession of controlled substance with intent to distribute and criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5052,possession of controlled substance with intent to distribute approximately kilograms of controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5053,possession of controlled substance with intent to distribute distribution of controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5054,possession of controlled substance with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5055,possession of controlled substance with intent to distribute marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5056,possession of controlled substance with intent to distribute methamphetamine and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5057,possession of controlled substance with intent to distribute sched marijuana aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5058,possession of controlled substance with intent to ditribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5059,possession of controlled substance with intent to sell,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5060,possession of controlled substance with prior conviction for state controlled substance offense sched,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5061,possession of controlled substance with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5062,possession of controlled substance with the intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5063,possession of controlled substance without prescription,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5064,possession of controlled substance wtih intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5065,possession of controlled substances narcotic,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5066,possession of controlled substances with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5067,possession of controlled substances with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5068,possession of controlled substances with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5069,possession of controlled subtance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5070,possession of counterfeit and unauthorized access devices,possession of an instrument of crime; possession of a burglary tool
5071,possession of counterfeit currency,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5072,possession of counterfeit currency of the united states with intent to defraud aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5073,possession of counterfeit currency with intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5074,possession of counterfeit entry document,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5075,possession of counterfeit postal key,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5076,possession of counterfeit private securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5077,possession of counterfeit seal of an agency of the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5078,possession of counterfeit securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5079,possession of counterfeit securities of an organization aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5080,possession of counterfeit united states currency,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5081,possession of counterfeited forged securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5082,possession of counterfeited united states obligation,forgery; possession of forged documents; conspiracy to forge
5083,possession of counterfiet postal arrow key,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5084,possession of dangerous drugs controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5085,possession of dangerous weapons on federal facility,possession of firearm
5086,possession of deadly weapon,weapon crime
5087,possession of destructive device,weapon crime
5088,possession of destructive devices or explosives in public places,weapon crime
5089,possession of device making equipement,possession of an instrument of crime; possession of a burglary tool
5090,possession of device making equipment,weapon crime
5091,possession of document making implement,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5092,possession of document making implements,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5093,possession of document making implements and authentication features,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5094,possession of document of entry aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5095,possession of drug paraphernalia,possession of drug paraphernalia
5096,possession of drug paraphernalia meth pipe,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5097,possession of equipment chemical product and material used to manufacture controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5098,possession of equipment chemicals and materials which may be used to manufacture methamphetamine knowing that it will be used to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5099,possession of equipment chemicals products and materials which may be used to manufacture controlled substance or listed chemical,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5100,possession of equipment which may be used to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5101,possession of false identification document,identity theft
5102,possession of false identification document with intent to defraud the,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5103,possession of false identification documents,forgery; possession of forged documents; conspiracy to forge
5104,possession of false identifiction document,identity theft
5105,possession of false or blank registration,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
5106,possession of false or stolen united states identification document,identity theft
5107,possession of false united states identification document,identity theft
5108,possession of fentanyl with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5109,possession of fifteen or more counterfeit or unauthorized access devices criminal forfeiture,possession of an instrument of crime; possession of a burglary tool
5110,possession of firearm after suffering misdemeanor domestic violence conviction,possession of firearm
5111,possession of firearm by an alien who is illegally or unlawfully in the united states,possession of firearm
5112,possession of firearm by an illegal alien,possession of firearm
5113,possession of firearm by convicted felon aiding and abetting,possession of firearm
5114,possession of firearm by felon,possession of firearm
5115,possession of firearm by felon old code,possession of firearm
5116,possession of firearm by person convicted of misdemeanor crime of domestic violence,possession of firearm
5117,possession of firearm by person convicted of misdemeanor domestic violence offense,possession of firearm
5118,possession of firearm by probationer,possession of firearm
5119,possession of firearm by prohibited person,possession of firearm
5120,possession of firearm by prohibited persons,possession of firearm
5121,possession of firearm during and in relation to and in furtherance of drug trafficking crime,possession of firearm
5122,possession of firearm during and in relation to drug trafficking crime,possession of firearm
5123,possession of firearm during drug trafficking offense,possession of firearm
5124,possession of firearm during the commission of drug trafficking crime criminal forfeiture,possession of firearm
5125,possession of firearm having been previously convicted of an offense punishable by term exceeding one year,possession of firearm
5126,possession of firearm having previously been convicted of felony,possession of firearm
5127,possession of firearm in furtherance of crime of violence aiding and abetting criminal forfeiture,possession of firearm
5128,possession of firearm in furtherance of drug trafficking crime,possession of firearm
5129,possession of firearm in furtherance of drug trafficking crime criminal forfeiture,possession of firearm
5130,possession of firearm in furtherance of drug trafficking crimes,possession of firearm
5131,possession of firearm in furtherance of drug trafficking offense,possession of firearm
5132,possession of firearm in furtherrance of drug trafficking crime aiding and abetting,possession of firearm
5133,possession of firearm in futhereance of drug trafficking crime,possession of firearm
5134,possession of firearm in yrs of conviction,possession of firearm
5135,possession of firearm upon college campus or building,possession of firearm
5136,possession of firearm while subject to restraining order,possession of firearm
5137,possession of firearm with altered id marks,possession of firearm
5138,possession of firearm with altered serial number,possession of firearm
5139,possession of firearm with obliterated serial number,possession of firearm
5140,possession of firearm with prior,possession of firearm
5141,possession of firearm with serial number removed,possession of firearm
5142,possession of firearms and dangerous weapons in federal facility,possession of firearm
5143,possession of firearms by an illegal alien,possession of firearm
5144,possession of firearms in furtherance of drug trafficking crime and aiding and abetting,possession of firearm
5145,possession of firearms in furtherance of drug trafficking crimes,possession of firearm
5146,possession of firearms in furtherance of drug trafficking crimes and aiding and abetting,possession of firearm
5147,possession of firearms with an obliterated serial number,possession of firearm
5148,possession of five or more false identification documents,identity theft
5149,possession of for firearm in furtherance of drug trafficking crimes,possession of firearm
5150,possession of forged document,forgery; possession of forged documents; conspiracy to forge
5151,possession of forged document or check or money order or etc,forgery; possession of forged documents; conspiracy to forge
5152,possession of forged driver license,forgery; possession of forged documents; conspiracy to forge
5153,possession of forged instrument,forgery; possession of forged documents; conspiracy to forge
5154,possession of forged paper,forgery; possession of forged documents; conspiracy to forge
5155,possession of fraudulent immigration document,forgery; possession of forged documents; conspiracy to forge
5156,possession of goods stolen from interstate commerce,receive stolen property; possession of stolen property; theft by receiving
5157,possession of herion with intent to distribute sched,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5158,possession of heroin and methamphetamine with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5159,possession of heroin class misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
5160,possession of heroin intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5161,possession of heroin methamphetamine fentanyl with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5162,possession of heroin with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5163,possession of heroin with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5164,possession of heroin with intent to distribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5165,possession of heroin with intent to distribute and distribution,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5166,possession of heroin with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
5167,possession of heroin with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
