text,label
possession of controlled substance with prior conviction for state controlled substance offense sched,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of controlled substance with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled substance with the intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled substance without prescription,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of controlled substance wtih intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled substances narcotic,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of controlled substances with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled substances with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled substances with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of controlled subtance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of counterfeit and unauthorized access devices,possession of an instrument of crime; possession of a burglary tool
possession of counterfeit currency,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit currency of the united states with intent to defraud aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit currency with intent to defraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit entry document,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit postal key,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit private securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit seal of an agency of the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit securities of an organization aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeit united states currency,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeited forged securities,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of counterfeited united states obligation,forgery; possession of forged documents; conspiracy to forge
possession of counterfiet postal arrow key,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of dangerous drugs controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of dangerous weapons on federal facility,possession of firearm
possession of deadly weapon,weapon crime
possession of destructive device,weapon crime
possession of destructive devices or explosives in public places,weapon crime
possession of device making equipement,possession of an instrument of crime; possession of a burglary tool
possession of device making equipment,weapon crime
possession of document making implement,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of document making implements,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of document making implements and authentication features,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of document of entry aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of drug paraphernalia,possession of drug paraphernalia
possession of drug paraphernalia meth pipe,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of equipment chemical product and material used to manufacture controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of equipment chemicals and materials which may be used to manufacture methamphetamine knowing that it will be used to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of equipment chemicals products and materials which may be used to manufacture controlled substance or listed chemical,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of equipment which may be used to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of false identification document,identity theft
possession of false identification document with intent to defraud the,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of false identification documents,forgery; possession of forged documents; conspiracy to forge
possession of false identifiction document,identity theft
possession of false or blank registration,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of false or stolen united states identification document,identity theft
possession of false united states identification document,identity theft
possession of fentanyl with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of fifteen or more counterfeit or unauthorized access devices criminal forfeiture,possession of an instrument of crime; possession of a burglary tool
possession of firearm after suffering misdemeanor domestic violence conviction,possession of firearm
possession of firearm by an alien who is illegally or unlawfully in the united states,possession of firearm
possession of firearm by an illegal alien,possession of firearm
possession of firearm by convicted felon aiding and abetting,possession of firearm
possession of firearm by felon,possession of firearm
possession of firearm by felon old code,possession of firearm
possession of firearm by person convicted of misdemeanor crime of domestic violence,possession of firearm
possession of firearm by person convicted of misdemeanor domestic violence offense,possession of firearm
possession of firearm by probationer,possession of firearm
possession of firearm by prohibited person,possession of firearm
possession of firearm by prohibited persons,possession of firearm
possession of firearm during and in relation to and in furtherance of drug trafficking crime,possession of firearm
possession of firearm during and in relation to drug trafficking crime,possession of firearm
possession of firearm during drug trafficking offense,possession of firearm
possession of firearm during the commission of drug trafficking crime criminal forfeiture,possession of firearm
possession of firearm having been previously convicted of an offense punishable by term exceeding one year,possession of firearm
possession of firearm having previously been convicted of felony,possession of firearm
possession of firearm in furtherance of crime of violence aiding and abetting criminal forfeiture,possession of firearm
possession of firearm in furtherance of drug trafficking crime,possession of firearm
possession of firearm in furtherance of drug trafficking crime criminal forfeiture,possession of firearm
possession of firearm in furtherance of drug trafficking crimes,possession of firearm
possession of firearm in furtherance of drug trafficking offense,possession of firearm
possession of firearm in furtherrance of drug trafficking crime aiding and abetting,possession of firearm
possession of firearm in futhereance of drug trafficking crime,possession of firearm
possession of firearm in yrs of conviction,possession of firearm
possession of firearm upon college campus or building,possession of firearm
possession of firearm while subject to restraining order,possession of firearm
possession of firearm with altered id marks,possession of firearm
possession of firearm with altered serial number,possession of firearm
possession of firearm with obliterated serial number,possession of firearm
possession of firearm with prior,possession of firearm
possession of firearm with serial number removed,possession of firearm
possession of firearms and dangerous weapons in federal facility,possession of firearm
possession of firearms by an illegal alien,possession of firearm
possession of firearms in furtherance of drug trafficking crime and aiding and abetting,possession of firearm
possession of firearms in furtherance of drug trafficking crimes,possession of firearm
possession of firearms in furtherance of drug trafficking crimes and aiding and abetting,possession of firearm
possession of firearms with an obliterated serial number,possession of firearm
possession of five or more false identification documents,identity theft
possession of for firearm in furtherance of drug trafficking crimes,possession of firearm
possession of forged document,forgery; possession of forged documents; conspiracy to forge
possession of forged document or check or money order or etc,forgery; possession of forged documents; conspiracy to forge
possession of forged driver license,forgery; possession of forged documents; conspiracy to forge
possession of forged instrument,forgery; possession of forged documents; conspiracy to forge
possession of forged paper,forgery; possession of forged documents; conspiracy to forge
possession of fraudulent immigration document,forgery; possession of forged documents; conspiracy to forge
possession of goods stolen from interstate commerce,receive stolen property; possession of stolen property; theft by receiving
possession of herion with intent to distribute sched,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin and methamphetamine with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin class misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of heroin intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin methamphetamine fentanyl with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute and distribution,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of heroin with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of hydrodic acid and iodien knwoing and having reasonable cause to believe that they would be used to manufacture methapmphetamine ai see docket,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of hypodermic needle and or syringe,possession of drug paraphernalia
possession of identification documents produced without lawful authority,identity theft
possession of identification documents to defraud the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of images of minors engaged in sexually explicit conduct,sex offense with a child
possession of images of minors engaged in sexually explicit conduct criminal forfeiture,sex offense with a child
possession of images of minors engaged in sexually explicit conduct felony,sex offense with a child
possession of images of minors in sexually explicit conduct felony,sex offense with a child
possession of injection ingestion device,possession of drug paraphernalia
possession of intent to distr,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of intent to distribute possession of,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of intoxicating or controlled substance paraphern,possession of drug paraphernalia
possession of large capacity magazine prohibited,weapon crime
possession of leaded cane billy blackjack sap etc,weapon crime
possession of less than of marijuana by driver,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of less than ounce of marijuana,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of listed chemical conspiracy to possess listed chemical,criminal mischief; criminal conspiracy
possession of listed chemical intending to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of listed chemical knowing and having reasonable cause to believe listed chemical will be used to manufacture methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of listed chemical knowing or having reasonable cause to believe that it would be used to manufacture methamphetamine fel,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of listed chemicals,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of listed chemicals knowing and having reasonable cause to believe that the chemicals would be used to manufacture controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of machine gun,possession of firearm
possession of machinegun,possession of firearm
possession of machineguns,possession of firearm
possession of marijuan with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuan with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana aiding and abetting,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana by driver,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana class misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana for sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana grams or less,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana intent to distribute marihuana sell distribute or dispense,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana misd,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana on federal government lands,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana sale,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana while driving,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of marijuana wiht intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute aiding and abetting criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuana with intent to distribute sched,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of marijuna controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of material involving the sexual exploitation of minors,sex offense with a child
possession of matters containing images of minors engaged in sexually explicit conduct,sex offense with a child
possession of mdma with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of metal knuckles,possession of an instrument of crime; possession of a burglary tool
possession of methampetamine with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine actual with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine aiding and abetting criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine and controlled substance with intent to distribute felony aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine felony amended to possess controlled substance felony,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of methamphetamine felony amended to possess controlled substance misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of methamphetamine intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of methamphetamine with intent to distribribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribut and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute aiding and abetting criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute aiding and abetting felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute and distribution,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute criminal forfeiture,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute criminal forfeiture felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute from superseding indictment filed,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute possession of firearm in furtherance of drug trafficking crime see docket,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute possession of firearm in furtherance of see docket,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute sched,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to distribute sched aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with intent to dsitribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with the intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphetamine with the intent to distribute aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methamphtamine with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of methylenedioxymethamphetamine and aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of more than five grams controlled substance base in form of crack controlled substance with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of more than grams of cannabis or more than grams of concentrated cannabis or both persons under the age of,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of more than unauthorized access devices unlawful possession of five or more false identification documen see docket,identity theft
possession of nitrous oxide,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of obscn material depicting under in sex act,sex offense with a child
possession of of marijuana or of conc cannabis upon school grounds,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession of one or more matters containing depictions of minors engaged in sexually explicit conduct,sex offense with a child
possession of one or more matters containing visual depictions of minors engaged in sexually explicit conduct,sex offense with a child
possession of open alcoholic beverage in public place,open container
possession of open container,open container
possession of open container by driver,open container
possession of open container by driver prohibited,open container
possession of open container by passenger,open container
possession of open container by passenger prohibit,open container
possession of open container by passenger prohibited,open container
possession of open container of alcohol,open container
possession of open container of cannabis by driver,open container
possession of open container while driving,open container
possession of opium controlled subst instrmnt paraphenalia,possession of drug paraphernalia
possession of opium controlled subst instrmnt paraphernalia,possession of drug paraphernalia
possession of opium controlled substance instrmnt paraphernalia,possession of drug paraphernalia
possession of opium pipe and or controlled substance paraphernalia,possession of drug paraphernalia
possession of opium pipe drug paraphernalia,possession of drug paraphernalia
possession of opium with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of or more access devices,possession of an instrument of crime; possession of a burglary tool
possession of paraphernalia,possession of drug paraphernalia
possession of paraphernalia for smoking controlled substance,possession of drug paraphernalia
possession of paraphernalia used for injecting controlled substance,possession of drug paraphernalia
possession of phenyl phenylethl piperidinyl propanamide fentanyl with intent to distribute felony,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of photographic negatives for counterfeiting obligations of the united states,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of pseudoephedrine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of pseudoephedrine with intent to manufacture methamphetamine aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession of revoked suspended license,driving while drivers license is suspended; driving while drivers license is revoked
possession of shopping or laundry cart that has been removed from the premises or the parking area of retail establishment,retail theft; retail fraud; shoplifting (or attempts)
possession of shuriken,weapon crime
possession of silencer,weapon crime
possession of smoking device,possession of drug paraphernalia
possession of social security card with intent to sell felony,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of stolen ammunition,receive stolen property; possession of stolen property; theft by receiving
possession of stolen explosives,receive stolen property; possession of stolen property; theft by receiving
possession of stolen firearm cfr taking wildlife cfr possession of weapon,possession of firearm
possession of stolen firearm felony,possession of firearm
possession of stolen firearms,possession of firearm
possession of stolen goodd from interstate shipment,receive stolen property; possession of stolen property; theft by receiving
possession of stolen goods from interstate shipment,receive stolen property; possession of stolen property; theft by receiving
possession of stolen mail,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of stolen mail aiding and abetting,receive stolen property; possession of stolen property; theft by receiving
possession of stolen mail and aiding and abetting,receive stolen property; possession of stolen property; theft by receiving
possession of stolen mail matter,receive stolen property; possession of stolen property; theft by receiving
possession of stolen mail obstruction of us mail damage to government property,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
possession of stolen or fraudulent united states identification document,receive stolen property; possession of stolen property; theft by receiving
possession of stolen or unlawfully produced document or authentication feature,identity theft
possession of stolen trade secrets,receive stolen property; possession of stolen property; theft by receiving
possession of stolen trade secrets aiding and abetting,receive stolen property; possession of stolen property; theft by receiving
possession of switch blade knife,weapon crime
possession of switch blade on person,weapon crime
possession of tear gas and tear gas weapon,weapon crime
possession of three or more matters containing depictions of minors engaged in sexually explicit conduct,sex offense with a child
possession of tool for felony intent,possession of an instrument of crime; possession of a burglary tool
possession of tools or marking substances,possession of an instrument of crime; possession of a burglary tool
possession of unlawful identification documents,identity theft
possession of unlawfully produced identification document,identity theft
possession of unregistered firearm,possession of firearm
possession of unregistered firearm criminal forfeiture,possession of firearm
possession of unregistered firearms criminal forfeiture,possession of firearm
possession of unregistered sawed off rifle,possession of firearm
possession of with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession or control of child pornography,sex offense with a child
possession or presentation of fake id by minor,forgery; possession of forged documents; conspiracy to forge
possession or receipt of items as forgery,forgery; possession of forged documents; conspiracy to forge
possession or sale of controlled substance,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession or sale of controlled substance felony amended to drug possession misdemeanor,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession or sale of controlled substance felony amended to possess controlled substance felony,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession purchase controlled substance for sale,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession purchase use stun gun person convicted of felony,weapon crime
possession substance similar to toluene,possession of controlled/dangerous substance; attempted possession of controlled/dangerous substance.
possession wiht intent to distribute controlled substance methamphetamine controlled substance base and marijuana distribution of coaine and attempted manufacture of marijuana,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession with an intent to distribute controlled substance and conspiracy with an intent to distribute controlled substance,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
possession with inent to distribute methamphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
